Business_Name,Category,City,Locality,Address,Latitude,Longitude,Website,Phone,Rating,Opening_Hours,Parking,Delivery,Status,Has_Website,Opportunity_Flag,Rating_Band
Ranchi College 112,College,Ranchi,Station Road,"Station Road, Ranchi, Jharkhand",24.188335,84.060532,https://www.ranchicollege112.com,+91-9550791704,4.2,24 Hours,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Dhanbad School 113,School,Dhanbad,Main Road,"Main Road, Dhanbad, Jharkhand",22.41674,86.217744,https://www.dhanbadschool113.com,+91-9153432064,4.5,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ramgarh Jewelry 114,Jewelry,Ramgarh,Upper Bazar,"Upper Bazar, Ramgarh, Jharkhand",23.487039,84.580691,https://www.ramgarhjewelry114.com,+91-9219066986,3.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Godda Clothing 115,Clothing,Godda,Harmu,"Harmu, Godda, Jharkhand",22.114346,84.017692,https://www.goddaclothing115.com,+91-9326810757,4.7,24 Hours,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Salon 116,Salon,Pakur,Civil Lines,"Civil Lines, Pakur, Jharkhand",22.337557,85.330329,https://www.pakursalon116.com,+91-9347079497,4.3,24 Hours,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur Cafe 117,Cafe,Pakur,Main Road,"Main Road, Pakur, Jharkhand",23.329263,83.51145,https://www.pakurcafe117.com,+91-9436146289,4.4,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Restaurant 118,Restaurant,Medininagar,Civil Lines,"Civil Lines, Medininagar, Jharkhand",24.353966,85.672501,https://www.medininagarrestaurant118.com,+91-9993381017,4.5,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Hospital 119,Hospital,Godda,Adityapur,"Adityapur, Godda, Jharkhand",22.185941,86.682098,https://www.goddahospital119.com,+91-9900801837,4.0,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ramgarh Gym 120,Gym,Ramgarh,Upper Bazar,"Upper Bazar, Ramgarh, Jharkhand",22.998126,86.109516,https://www.ramgarhgym120.com,+91-9979339361,4.5,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Bakery 121,Bakery,Chatra,Civil Lines,"Civil Lines, Chatra, Jharkhand",24.230646,85.822036,https://www.chatrabakery121.com,+91-9290209201,4.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma Hospital 122,Hospital,Koderma,Kanke,"Kanke, Koderma, Jharkhand",24.909596,84.492833,https://www.kodermahospital122.com,+91-9773469560,4.0,9AM-8PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur Hospital 123,Hospital,Jamshedpur,MG Road,"MG Road, Jamshedpur, Jharkhand",23.472011,84.441631,https://www.jamshedpurhospital123.com,+91-9585238820,3.6,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega School 124,School,Simdega,Bistupur,"Bistupur, Simdega, Jharkhand",23.338135,85.417265,https://www.simdegaschool124.com,+91-9950207886,4.6,8AM-10PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Supermarket 125,Supermarket,Jamshedpur,Sakchi,"Sakchi, Jamshedpur, Jharkhand",22.260506,86.796507,https://www.jamshedpursupermarket125.com,+91-9468763500,5.0,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Fuel Station 126,Fuel Station,Sahibganj,Adityapur,"Adityapur, Sahibganj, Jharkhand",23.518244,83.834985,https://www.sahibganjfuelstation126.com,+91-9500346767,4.9,24 Hours,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar College 127,College,Medininagar,Station Road,"Station Road, Medininagar, Jharkhand",22.939072,85.431853,https://www.medininagarcollege127.com,+91-9515070154,3.9,8AM-10PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Deoghar Office 128,Office,Deoghar,MG Road,"MG Road, Deoghar, Jharkhand",22.880695,85.824219,https://www.deogharoffice128.com,+91-9810962214,4.1,7AM-9PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Hardware 129,Hardware,Deoghar,Kanke,"Kanke, Deoghar, Jharkhand",24.058493,86.988434,https://www.deogharhardware129.com,+91-9835958147,4.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Mobile Store 130,Mobile Store,Dumka,Civil Lines,"Civil Lines, Dumka, Jharkhand",24.803508,84.566929,https://www.dumkamobilestore130.com,+91-9922653967,4.2,8AM-10PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Gym 131,Gym,Gumla,Lower Bazar,"Lower Bazar, Gumla, Jharkhand",24.165932,85.306127,https://www.gumlagym131.com,+91-9810741110,4.0,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Bakery 132,Bakery,Hazaribagh,Lower Bazar,"Lower Bazar, Hazaribagh, Jharkhand",24.028537,85.698962,https://www.hazaribaghbakery132.com,+91-9277746324,4.6,24 Hours,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka School 133,School,Dumka,Upper Bazar,"Upper Bazar, Dumka, Jharkhand",24.19561,84.995712,https://www.dumkaschool133.com,+91-9673390109,3.9,8AM-10PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Godda Furniture 134,Furniture,Godda,Adityapur,"Adityapur, Godda, Jharkhand",23.532379,87.065073,https://www.goddafurniture134.com,+91-9977130288,3.8,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Clinic 135,Clinic,Bokaro,Kokar,"Kokar, Bokaro, Jharkhand",24.487677,86.604664,https://www.bokaroclinic135.com,+91-9406084084,3.6,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Giridih Hotel 136,Hotel,Giridih,Lower Bazar,"Lower Bazar, Giridih, Jharkhand",23.303384,84.59834,https://www.giridihhotel136.com,+91-9128636900,4.1,24 Hours,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Mobile Store 137,Mobile Store,Giridih,Main Road,"Main Road, Giridih, Jharkhand",22.906055,83.596332,https://www.giridihmobilestore137.com,+91-9867407868,4.5,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Supermarket 138,Supermarket,Latehar,Sakchi,"Sakchi, Latehar, Jharkhand",23.796045,86.82343,https://www.lateharsupermarket138.com,+91-9120405269,3.9,9AM-8PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Furniture 139,Furniture,Bokaro,Main Road,"Main Road, Bokaro, Jharkhand",22.665319,85.755807,https://www.bokarofurniture139.com,+91-9768737754,4.2,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Supermarket 140,Supermarket,Dumka,Bistupur,"Bistupur, Dumka, Jharkhand",21.954693,84.611264,https://www.dumkasupermarket140.com,+91-9712745501,4.1,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Gym 141,Gym,Gumla,Adityapur,"Adityapur, Gumla, Jharkhand",24.309237,85.23049,https://www.gumlagym141.com,+91-9121833792,4.1,9AM-8PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Restaurant 142,Restaurant,Khunti,Upper Bazar,"Upper Bazar, Khunti, Jharkhand",22.152679,84.164504,https://www.khuntirestaurant142.com,+91-9805560474,4.4,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Clinic 143,Clinic,Medininagar,Lower Bazar,"Lower Bazar, Medininagar, Jharkhand",23.878387,86.521535,https://www.medininagarclinic143.com,+91-9835172306,4.2,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur Fuel Station 144,Fuel Station,Jamshedpur,Bus Stand,"Bus Stand, Jamshedpur, Jharkhand",22.554773,86.364437,https://www.jamshedpurfuelstation144.com,+91-9144996163,4.0,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Koderma Cafe 145,Cafe,Koderma,Market Area,"Market Area, Koderma, Jharkhand",22.808333,86.648554,https://www.kodermacafe145.com,+91-9151329185,4.8,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Fuel Station 146,Fuel Station,Godda,MG Road,"MG Road, Godda, Jharkhand",24.871171,85.184813,https://www.goddafuelstation146.com,+91-9634211672,4.1,24 Hours,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Chatra ATM 147,ATM,Chatra,Lower Bazar,"Lower Bazar, Chatra, Jharkhand",22.491369,84.375066,https://www.chatraatm147.com,+91-9210163669,3.6,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Khunti Fuel Station 148,Fuel Station,Khunti,Sakchi,"Sakchi, Khunti, Jharkhand",22.077065,86.680149,https://www.khuntifuelstation148.com,+91-9478557676,4.4,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Gym 149,Gym,Hazaribagh,Main Road,"Main Road, Hazaribagh, Jharkhand",22.378338,85.630292,https://www.hazaribaghgym149.com,+91-9938927341,4.2,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Lohardaga Bank 150,Bank,Lohardaga,Main Road,"Main Road, Lohardaga, Jharkhand",23.765284,85.916248,https://www.lohardagabank150.com,+91-9498320110,4.1,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Koderma Hardware 151,Hardware,Koderma,Bus Stand,"Bus Stand, Koderma, Jharkhand",22.698835,83.653794,https://www.kodermahardware151.com,+91-9889924866,3.8,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Ramgarh Fuel Station 152,Fuel Station,Ramgarh,Harmu,"Harmu, Ramgarh, Jharkhand",22.806731,86.865916,https://www.ramgarhfuelstation152.com,+91-9627422192,3.8,9AM-8PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar Office 153,Office,Medininagar,Kanke,"Kanke, Medininagar, Jharkhand",22.992276,83.459756,https://www.medininagaroffice153.com,+91-9682152066,3.9,8AM-10PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Deoghar Electronics 154,Electronics,Deoghar,Market Area,"Market Area, Deoghar, Jharkhand",24.321119,83.305136,https://www.deogharelectronics154.com,+91-9694875990,4.4,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Furniture 155,Furniture,Godda,Kokar,"Kokar, Godda, Jharkhand",24.106609,85.302783,https://www.goddafurniture155.com,+91-9925884151,4.1,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Simdega Fuel Station 156,Fuel Station,Simdega,MG Road,"MG Road, Simdega, Jharkhand",22.335004,86.516215,https://www.simdegafuelstation156.com,+91-9691957561,4.5,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Gym 157,Gym,Deoghar,Bus Stand,"Bus Stand, Deoghar, Jharkhand",22.443971,84.490643,https://www.deoghargym157.com,+91-9861639583,3.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Chaibasa Clinic 158,Clinic,Chaibasa,Civil Lines,"Civil Lines, Chaibasa, Jharkhand",23.825067,85.657713,https://www.chaibasaclinic158.com,+91-9200317984,4.3,8AM-10PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Cafe 159,Cafe,Ranchi,Station Road,"Station Road, Ranchi, Jharkhand",22.086385,85.765815,https://www.ranchicafe159.com,+91-9719303396,3.9,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Gumla College 160,College,Gumla,Bus Stand,"Bus Stand, Gumla, Jharkhand",23.875722,84.408376,https://www.gumlacollege160.com,+91-9362935648,4.7,24 Hours,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Hazaribagh Cafe 161,Cafe,Hazaribagh,Sakchi,"Sakchi, Hazaribagh, Jharkhand",23.196865,85.057769,https://www.hazaribaghcafe161.com,+91-9465278987,4.4,24 Hours,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Supermarket 162,Supermarket,Khunti,Adityapur,"Adityapur, Khunti, Jharkhand",23.634954,84.476464,https://www.khuntisupermarket162.com,+91-9600871106,3.7,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Chatra Bank 163,Bank,Chatra,Bistupur,"Bistupur, Chatra, Jharkhand",22.694811,86.66123,https://www.chatrabank163.com,+91-9271476207,4.7,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Gym 164,Gym,Sahibganj,Sakchi,"Sakchi, Sahibganj, Jharkhand",24.587227,85.189481,https://www.sahibganjgym164.com,+91-9196689473,4.9,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Cafe 165,Cafe,Dumka,Sakchi,"Sakchi, Dumka, Jharkhand",23.742556,86.571399,https://www.dumkacafe165.com,+91-9822113500,4.2,7AM-9PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Mobile Store 166,Mobile Store,Godda,MG Road,"MG Road, Godda, Jharkhand",22.085727,83.404631,https://www.goddamobilestore166.com,+91-9703246271,3.8,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Chatra Jewelry 167,Jewelry,Chatra,Kanke,"Kanke, Chatra, Jharkhand",23.783129,83.714654,https://www.chatrajewelry167.com,+91-9203810954,4.1,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Gym 168,Gym,Godda,Adityapur,"Adityapur, Godda, Jharkhand",22.070765,83.355656,https://www.goddagym168.com,+91-9866213410,4.0,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar School 169,School,Medininagar,Civil Lines,"Civil Lines, Medininagar, Jharkhand",23.128864,85.666002,https://www.medininagarschool169.com,+91-9421300425,4.4,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Restaurant 170,Restaurant,Khunti,MG Road,"MG Road, Khunti, Jharkhand",23.971419,87.119592,https://www.khuntirestaurant170.com,+91-9726745401,4.0,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Lohardaga College 171,College,Lohardaga,Harmu,"Harmu, Lohardaga, Jharkhand",22.63263,83.405421,https://www.lohardagacollege171.com,+91-9615877957,3.8,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Hospital 172,Hospital,Bokaro,Market Area,"Market Area, Bokaro, Jharkhand",22.006812,84.45477,https://www.bokarohospital172.com,+91-9262598077,4.1,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Simdega Supermarket 173,Supermarket,Simdega,Market Area,"Market Area, Simdega, Jharkhand",23.63266,87.192491,https://www.simdegasupermarket173.com,+91-9613646933,4.3,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Koderma Mobile Store 174,Mobile Store,Koderma,Upper Bazar,"Upper Bazar, Koderma, Jharkhand",24.02994,85.640306,https://www.kodermamobilestore174.com,+91-9306442077,4.9,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Electronics 175,Electronics,Latehar,MG Road,"MG Road, Latehar, Jharkhand",23.38941,85.44195,https://www.lateharelectronics175.com,+91-9954059995,4.6,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Furniture 176,Furniture,Jamshedpur,Bus Stand,"Bus Stand, Jamshedpur, Jharkhand",24.815941,83.516118,https://www.jamshedpurfurniture176.com,+91-9574997731,4.5,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Jewelry 177,Jewelry,Deoghar,Station Road,"Station Road, Deoghar, Jharkhand",23.797031,85.547322,https://www.deogharjewelry177.com,+91-9360337343,3.6,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar Hardware 178,Hardware,Latehar,Station Road,"Station Road, Latehar, Jharkhand",23.993576,83.749868,https://www.lateharhardware178.com,+91-9690936560,5.0,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Hardware 179,Hardware,Dumka,Kanke,"Kanke, Dumka, Jharkhand",22.127488,86.2749,https://www.dumkahardware179.com,+91-9800400428,4.4,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Cafe 180,Cafe,Godda,Upper Bazar,"Upper Bazar, Godda, Jharkhand",23.436152,86.946435,https://www.goddacafe180.com,+91-9410812797,4.8,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla College 181,College,Gumla,Adityapur,"Adityapur, Gumla, Jharkhand",23.431737,86.954242,https://www.gumlacollege181.com,+91-9641394238,4.2,24 Hours,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Jewelry 182,Jewelry,Hazaribagh,Main Road,"Main Road, Hazaribagh, Jharkhand",24.159854,86.363071,https://www.hazaribaghjewelry182.com,+91-9709650444,4.5,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Bank 183,Bank,Bokaro,Civil Lines,"Civil Lines, Bokaro, Jharkhand",24.895056,85.109816,https://www.bokarobank183.com,+91-9366338529,3.5,9AM-8PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Lohardaga Hospital 184,Hospital,Lohardaga,Main Road,"Main Road, Lohardaga, Jharkhand",22.734659,84.638208,https://www.lohardagahospital184.com,+91-9353727962,3.6,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Dumka Gym 185,Gym,Dumka,Kokar,"Kokar, Dumka, Jharkhand",22.302247,86.864522,https://www.dumkagym185.com,+91-9416794215,4.1,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti School 186,School,Khunti,Bistupur,"Bistupur, Khunti, Jharkhand",24.055822,86.851188,https://www.khuntischool186.com,+91-9913198930,4.3,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Simdega Fuel Station 187,Fuel Station,Simdega,Kokar,"Kokar, Simdega, Jharkhand",23.035355,86.868979,https://www.simdegafuelstation187.com,+91-9220483278,3.6,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Hardware 188,Hardware,Simdega,Sakchi,"Sakchi, Simdega, Jharkhand",22.29872,84.021606,https://www.simdegahardware188.com,+91-9726150048,4.2,7AM-9PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Sahibganj ATM 189,ATM,Sahibganj,Harmu,"Harmu, Sahibganj, Jharkhand",22.12321,85.049513,https://www.sahibganjatm189.com,+91-9966418765,4.0,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur Hotel 190,Hotel,Jamshedpur,Bistupur,"Bistupur, Jamshedpur, Jharkhand",22.983587,83.45504,https://www.jamshedpurhotel190.com,+91-9164698991,4.9,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma Supermarket 191,Supermarket,Koderma,Kokar,"Kokar, Koderma, Jharkhand",23.887642,84.881448,https://www.kodermasupermarket191.com,+91-9510684364,4.2,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Bokaro Mobile Store 192,Mobile Store,Bokaro,Civil Lines,"Civil Lines, Bokaro, Jharkhand",24.92854,84.772235,https://www.bokaromobilestore192.com,+91-9236737888,4.6,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Clinic 193,Clinic,Pakur,Adityapur,"Adityapur, Pakur, Jharkhand",23.087829,84.118656,https://www.pakurclinic193.com,+91-9594592624,4.0,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Restaurant 194,Restaurant,Giridih,Market Area,"Market Area, Giridih, Jharkhand",22.151873,85.575777,https://www.giridihrestaurant194.com,+91-9579362443,4.4,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Fuel Station 195,Fuel Station,Giridih,Adityapur,"Adityapur, Giridih, Jharkhand",22.601808,86.654921,https://www.giridihfuelstation195.com,+91-9160606325,3.7,24 Hours,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Deoghar Furniture 196,Furniture,Deoghar,Kanke,"Kanke, Deoghar, Jharkhand",23.513753,84.854241,https://www.deogharfurniture196.com,+91-9395444277,3.6,9AM-8PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Mobile Store 197,Mobile Store,Koderma,Kanke,"Kanke, Koderma, Jharkhand",23.093464,85.297852,https://www.kodermamobilestore197.com,+91-9847655456,4.1,9AM-8PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Clothing 198,Clothing,Dumka,Lower Bazar,"Lower Bazar, Dumka, Jharkhand",24.07273,86.423105,https://www.dumkaclothing198.com,+91-9161873231,4.3,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Electronics 199,Electronics,Medininagar,Kanke,"Kanke, Medininagar, Jharkhand",22.187211,84.999147,https://www.medininagarelectronics199.com,+91-9498441427,3.6,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Chatra School 200,School,Chatra,Main Road,"Main Road, Chatra, Jharkhand",24.570861,83.952653,https://www.chatraschool200.com,+91-9917865301,4.4,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Furniture 201,Furniture,Ranchi,Market Area,"Market Area, Ranchi, Jharkhand",24.761479,87.04831,https://www.ranchifurniture201.com,+91-9225967304,4.6,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla Clothing 202,Clothing,Gumla,MG Road,"MG Road, Gumla, Jharkhand",24.276542,84.722647,https://www.gumlaclothing202.com,+91-9673002461,4.5,24 Hours,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Grocery Store 203,Grocery Store,Latehar,Upper Bazar,"Upper Bazar, Latehar, Jharkhand",24.469194,86.857322,https://www.latehargrocerystore203.com,+91-9498041381,4.0,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Jewelry 204,Jewelry,Gumla,Harmu,"Harmu, Gumla, Jharkhand",23.687429,84.870312,https://www.gumlajewelry204.com,+91-9263650505,3.8,8AM-10PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Koderma Salon 205,Salon,Koderma,Kokar,"Kokar, Koderma, Jharkhand",23.421787,83.872935,https://www.kodermasalon205.com,+91-9953598460,4.0,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dhanbad Cafe 206,Cafe,Dhanbad,Lower Bazar,"Lower Bazar, Dhanbad, Jharkhand",23.954647,86.257355,https://www.dhanbadcafe206.com,+91-9542802779,3.7,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Electronics 207,Electronics,Simdega,Sakchi,"Sakchi, Simdega, Jharkhand",23.069602,85.671341,https://www.simdegaelectronics207.com,+91-9815922437,4.9,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Clinic 208,Clinic,Pakur,Main Road,"Main Road, Pakur, Jharkhand",22.000178,86.088771,https://www.pakurclinic208.com,+91-9675244407,5.0,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Gym 209,Gym,Deoghar,Market Area,"Market Area, Deoghar, Jharkhand",22.525796,85.305824,https://www.deoghargym209.com,+91-9975329786,4.0,7AM-9PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Hospital 210,Hospital,Giridih,Kokar,"Kokar, Giridih, Jharkhand",22.627572,85.936167,https://www.giridihhospital210.com,+91-9186561759,4.5,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Clinic 211,Clinic,Latehar,Main Road,"Main Road, Latehar, Jharkhand",23.860244,86.011381,https://www.lateharclinic211.com,+91-9188783547,4.2,24 Hours,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Cafe 212,Cafe,Giridih,Market Area,"Market Area, Giridih, Jharkhand",24.653819,85.969151,https://www.giridihcafe212.com,+91-9708579840,4.2,24 Hours,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Hardware 213,Hardware,Ranchi,Market Area,"Market Area, Ranchi, Jharkhand",23.711108,86.209018,https://www.ranchihardware213.com,+91-9865268035,4.7,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla Bank 214,Bank,Gumla,MG Road,"MG Road, Gumla, Jharkhand",23.101539,86.158981,https://www.gumlabank214.com,+91-9948790854,5.0,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dhanbad Clothing 215,Clothing,Dhanbad,MG Road,"MG Road, Dhanbad, Jharkhand",23.765506,85.655461,https://www.dhanbadclothing215.com,+91-9739529933,4.1,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Salon 216,Salon,Giridih,MG Road,"MG Road, Giridih, Jharkhand",23.609113,84.701708,https://www.giridihsalon216.com,+91-9299434489,4.5,7AM-9PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dhanbad Hotel 217,Hotel,Dhanbad,Bus Stand,"Bus Stand, Dhanbad, Jharkhand",22.412663,86.046709,https://www.dhanbadhotel217.com,+91-9780645895,3.7,24 Hours,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
